Model,Band_Selection,N_Bands,OA,AA,Kappa
XGBoost,PCA Loadings,6,0.8215,0.8288,0.8066
XGBoost,Mutual Information,6,0.6831,0.696,0.6567
XGBoost,K-Means,6,0.8903,0.9023,0.8811
XGBoost,Laplacian Score,6,0.8144,0.8234,0.7989
XGBoost,Genetic Algorithm,6,0.919,0.9279,0.9122
XGBoost,QPSO,6,0.9221,0.9313,0.9156
XGBoost,Quantum (Qiskit),6,0.8103,0.8182,0.7945
